Position,Const,Created,Modified,Description,Name,Known For,Birth Date
210,nm0005286,2016-12-11,2016-12-11,The Sixth Sense,Haley Joel Osment,The Sixth Sense,1988-04-10
211,nm0001057,2016-12-11,2016-12-11,The Sixth Sense,Toni Collette,The Sixth Sense,1972-11-01
212,nm0001721,2016-12-11,2016-12-11,Boys Don't Cry,Chloë Sevigny,We Are Who We Are,1974-11-18
213,nm0000905,2016-12-11,2016-12-11,Life is Beautiful,Roberto Benigni,La vita è bella,1952-10-27
214,nm0000569,2016-12-11,2016-12-11,Shakespeare in Love,Gwyneth Paltrow,Shakespeare in Love,1972-09-27
215,nm0005244,2016-12-11,2016-12-11,Central Station,Fernanda Montenegro,Central do Brasil,1929-10-16
216,nm0001833,2016-12-11,2016-12-11,"Hilary and Jackie, Breaking the Waves",Emily Watson,Gosford Park,1967-01-14
217,nm0000336,2016-12-11,2016-12-11,Affliction,James Coburn,Charade,1928-08-31
218,nm0000671,2016-12-11,2016-12-11,"A Simple Plan, Sling Blade",Billy Bob Thornton,Sling Blade,1955-08-04
219,nm0000950,2016-12-11,2016-12-11,"Little Voice, Secrets and Lies",Brenda Blethyn,Pride & Prejudice,1946-02-20
220,nm0341737,2016-12-11,2016-12-11,Hilary and Jackie,Rachel Griffiths,Six Feet Under,1968-12-18
221,nm0001655,2016-12-11,2016-12-11,"Gods and Monsters, Georgy Girl",Lynn Redgrave,Gods and Monsters,1943-03-08
222,nm0001228,2016-12-11,2016-12-11,Ulee's Gold,Peter Fonda,Easy Rider,1940-02-23
223,nm0000163,2016-12-11,2016-12-11,"Wag the Dog, Rain Man, Tootsie, Kramer vs. Kramer, Lenny, Midnight Cowboy, The Graduate",Dustin Hoffman,The Graduate,1937-08-08
224,nm0000245,2016-12-11,2016-12-11,"Good Will Hunting, The Fisher King, Dead Poets Society, Good Morning Vietnam",Robin Williams,Mrs. Doubtfire,1951-07-21
225,nm0001233,2016-12-11,2016-12-11,Jackie Brown,Robert Forster,Jackie Brown,1941-07-13
226,nm0000164,2016-12-11,2021-03-17,"The Father, The Two Popes, Amistad, Nixon, The Remains of the Day, Silence of the Lambs",Anthony Hopkins,The Silence of the Lambs,1937-12-31
227,nm0001427,2016-12-11,2016-12-11,As Good as it Gets,Greg Kinnear,As Good as It Gets,1963-06-17
228,nm0000608,2016-12-11,2016-12-11,Boogie Nights,Burt Reynolds,Boogie Nights,1936-02-11
229,nm0000107,2016-12-11,2016-12-11,L.A. Confidential,Kim Basinger,L.A. Confidential,1953-12-08
230,nm0000349,2016-12-11,2016-12-11,"In & Out, Working Girl",Joan Cusack,In & Out,1962-10-11
231,nm0000378,2016-12-11,2016-12-11,Good Will Hunting,Minnie Driver,Circle of Friends,1970-01-31
232,nm0001784,2016-12-11,2016-12-11,Titanic,Gloria Stuart,Titanic,1910-07-04
233,nm0000146,2016-12-11,2016-12-11,"The English Patient, Schindler's List",Ralph Fiennes,The Grand Budapest Hotel,1962-12-22
234,nm0000218,2016-12-11,2016-12-11,The English Patient,Kristin Scott Thomas,Gosford Park,1960-05-24
235,nm0000421,2016-12-11,2016-12-11,Jerry Maguire,Cuba Gooding Jr.,Jerry Maguire,1968-01-02
236,nm0000513,2016-12-11,2016-12-11,Fargo,William H. Macy,Fargo,1950-03-13
237,nm0000090,2016-12-11,2016-12-11,Shine,Armin Mueller-Stahl,Eastern Promises,1930-12-17
238,nm0000249,2016-12-11,2016-12-11,"Ghosts of Mississippi, Salvador",James Woods,Vampires,1947-04-18
239,nm0000002,2016-12-11,2016-12-11,The Mirror Has Two Faces,Lauren Bacall,To Have and Have Not,1924-09-16
240,nm0001347,2016-12-11,2016-12-11,The Portrait of a Lady,Barbara Hershey,Black Swan,1948-02-05
241,nm0001399,2016-12-11,2016-12-11,Secrets and Lies,Marianne Jean-Baptiste,Without a Trace,1967-04-26
242,nm0000377,2016-12-11,2016-12-11,"Mr. Holland's Opus, The Goodbye Girl",Richard Dreyfuss,The Goodbye Girl,1947-10-29
243,nm0873385,2016-12-11,2016-12-11,Il Postino,Massimo Troisi,Il postino,1953-02-19
244,nm0000215,2016-12-11,2016-12-11,"Dead Man Walking, The Client, Lorenzo's Oil, Thelma and Louise, Atlantic City",Susan Sarandon,Thelma & Louise,1946-10-04
245,nm0000223,2016-12-11,2016-12-11,Leaving Las Vegas,Elisabeth Shue,Leaving Las Vegas,1963-10-06
246,nm0000232,2016-12-11,2016-12-11,Casino,Sharon Stone,Basic Instinct,1958-03-10
247,nm0000668,2016-12-11,2016-12-11,"Sense and Sensibility, In the Name of the Father, The Remains of the Day, Howard's End",Emma Thompson,Sense and Sensibility,1959-04-15
248,nm0000342,2016-12-11,2016-12-11,Babe,James Cromwell,L.A. Confidential,1940-01-27
249,nm0000619,2016-12-11,2016-12-11,Rob Roy,Tim Roth,Rob Roy,1961-05-14
250,nm0000227,2016-12-11,2016-12-11,Mighty Aphrodite,Mira Sorvino,Mighty Aphrodite,1967-09-28
251,nm0000599,2016-12-11,2016-12-11,Apollo 13,Kathleen Quinlan,Apollo 13,1954-11-19
252,nm0001858,2016-12-11,2016-12-11,Georgia,Mare Winningham,St. Elmo's Fire,1959-05-16
253,nm0001329,2016-12-11,2016-12-11,The Madness of King George,Nigel Hawthorne,The Madness of King George,1929-04-05
254,nm0000237,2016-12-11,2016-12-11,"Pulp Fiction, Saturday Night Fever",John Travolta,Pulp Fiction,1954-02-18
255,nm0001448,2016-12-11,2016-12-11,"Blue Sky, Music Box, Sweet Dreams, Country, Frances, Tootsie",Jessica Lange,Tootsie,1949-04-20
256,nm0000149,2016-12-11,2016-12-11,"Nell, The Silence of the Lambs, The Accused, Taxi Driver",Jodie Foster,The Silence of the Lambs,1962-11-19
257,nm0001669,2016-12-11,2016-12-11,"Tom & Viv, Damage",Miranda Richardson,The Crying Game,1958-03-03
258,nm0000213,2016-12-11,2016-12-11,"Little Women, The Age of Innocence",Winona Ryder,Little Women,1971-10-29
259,nm0001445,2016-12-11,2016-12-11,"Ed Wood, Crimes and Misdemeanors, Tucker: The Man and His Dream",Martin Landau,Ed Wood,1928-06-20
260,nm0000168,2016-12-11,2016-12-11,Pulp Fiction,Samuel L. Jackson,Pulp Fiction,1948-12-21
261,nm0001590,2016-12-11,2016-12-11,Bullets Over Broadway,Chazz Palminteri,The Usual Suspects,1952-05-15
262,nm0006890,2016-12-11,2016-12-11,"Quiz Show, A Man for All Seasons",Paul Scofield,A Man for All Seasons,1922-01-21
263,nm0000641,2016-12-11,2016-12-11,Forrest Gump,Gary Sinise,Forrest Gump,1955-03-17
264,nm0001848,2016-12-11,2016-12-11,"Bullets Over Broadway, Hannah and Her Sisters, Parenthood",Dianne Wiest,The Birdcage,1946-03-28
265,nm0000236,2016-12-11,2016-12-11,Bullets Over Broadway,Jennifer Tilly,Bound,1958-09-16
266,nm0000235,2016-12-11,2016-12-11,Pulp Fiction,Uma Thurman,Kill Bill: Vol. 1,1970-04-29
267,nm0365281,2016-12-11,2016-12-11,Tom & Viv,Rosemary Harris,Spider-Man,1927-09-19
268,nm0000401,2016-12-11,2016-12-11,What's Love Got to Do With It?,Laurence Fishburne,The Matrix,1961-07-30
269,nm0000553,2016-12-11,2016-12-11,Schindler's List,Liam Neeson,Kinsey,1952-06-07
270,nm0000291,2016-12-11,2016-12-11,What's Love Got to Do With It?,Angela Bassett,Black Panther,1958-08-16
271,nm0000330,2016-12-11,2016-12-11,Six Degrees of Separation,Stockard Channing,Practical Magic,1944-02-13
272,nm0000700,2016-12-11,2016-12-11,"Shadowlands, Terms of Endearment, An Officer and a Gentleman",Debra Winger,Terms of Endearment,1955-05-16
273,nm0000518,2016-12-11,2016-12-11,"In the Line of Fire, Places in the Heart",John Malkovich,In the Line of Fire,1953-12-09
274,nm0000592,2016-12-11,2016-12-11,In the Name of the Father,Pete Postlethwaite,The Usual Suspects,1946-02-07
275,nm0001593,2016-12-11,2016-12-11,The Piano,Anna Paquin,The Piano,1982-07-24
276,nm0001609,2016-12-11,2016-12-11,Fearless,Rosie Perez,White Men Can't Jump,1964-09-06
277,nm0000199,2016-12-11,2020-01-13,"The Irishman, Scent of a Woman, Glengarry Glen Ross, Dick Tracy, ...And Justice for All, Dog Day Afternoon, The Godfather, Serpico, The Godfather Part II",Al Pacino,Serpico,1940-04-25
278,nm0000375,2016-12-11,2016-12-11,"Tropic Thunder, Chaplin",Robert Downey Jr.,Iron Man,1965-04-04
279,nm0001653,2016-12-11,2016-12-11,The Crying Game,Stephen Rea,The Crying Game,1946-10-31
280,nm0001109,2016-12-11,2016-12-11,The Crying Game,Jaye Davidson,The Crying Game,1968-03-21
281,nm0000366,2016-12-11,2016-12-11,Indochine,Catherine Deneuve,Belle de jour,1943-10-22
282,nm0001521,2016-12-11,2016-12-11,"Passion Fish, Dances With Wolves",Mary McDonnell,Battlestar Galactica,1952-04-28
283,nm0000201,2016-12-11,2016-12-11,"Love Field, The Fabulous Baker Boys, Dangerous Liaisons",Michelle Pfeiffer,What Lies Beneath,1958-04-29
284,nm0000432,2016-12-11,2016-12-11,"Unforgiven, Mississippi Burning, The French Connection, I Never Sang for My Father, Bonnie and Clyde",Gene Hackman,The French Connection,1930-01-30
285,nm0001601,2016-12-11,2016-12-11,Mr. Saturday Night,David Paymer,State and Main,1954-08-30
286,nm0001114,2016-12-12,2016-12-12,"Husbands and Wives, A Passage to India",Judy Davis,Husbands and Wives,1955-04-23
287,nm0687506,2016-12-12,2016-12-12,Enchanted April,Joan Plowright,The Spiderwick Chronicles,1929-10-28
288,nm0000603,2016-12-12,2016-12-12,"Howard's End, The Bostonians, Julia, Mary Queen of Scots, Isadora, Morgan: A Suitable Case for Treatment",Vanessa Redgrave,Coriolanus,1937-01-30
289,nm0000886,2016-12-12,2016-12-12,"Bugsy, Reds, Heaven Can Wait, Bonnie and Clyde",Warren Beatty,Reds,1937-03-30
290,nm0000133,2016-12-12,2016-12-12,"Thelma and Louise, The Accidental Tourist",Geena Davis,Thelma & Louise,1956-01-21
291,nm0000541,2016-12-12,2016-12-12,"For the Boys, The Rose",Bette Midler,Beaches,1945-12-01
292,nm0001588,2016-12-12,2016-12-12,"City Slickers, Shane, Sudden Fear",Jack Palance,Shane,1919-02-18
293,nm0000172,2016-12-12,2016-12-12,Bugsy,Harvey Keitel,Reservoir Dogs,1939-05-13
294,nm0503627,2016-12-12,2016-12-12,Barton Fink,Michael Lerner,Barton Fink,1941-06-22
295,nm0001689,2016-12-12,2016-12-12,The Fisher King,Mercedes Ruehl,The Fisher King,1948-02-28
296,nm0002663,2016-12-12,2016-12-12,"Rambling Rose, Wild at Heart, Alice Doesn't Live Here Anymore",Diane Ladd,Wild at Heart,1935-11-29
297,nm0000496,2016-12-12,2016-12-12,Cape Fear,Juliette Lewis,Cape Fear,1973-06-21
298,nm0625075,2016-12-12,2016-12-12,The Prince of Tides,Kate Nelligan,Frankie and Johnny,1950-03-16
299,nm0001788,2016-12-12,2016-12-12,"Driving Miss Daisy, Fried Green Tomatoes",Jessica Tandy,Driving Miss Daisy,1909-06-07
300,nm0000460,2016-12-12,2016-12-12,Reversal of Fortune,Jeremy Irons,Dead Ringers,1948-09-19
301,nm0000126,2016-12-12,2016-12-12,Dances With Wolves,Kevin Costner,The Postman,1955-01-18
302,nm0000367,2016-12-12,2016-12-12,Cyrano de Bergerac,Gérard Depardieu,Cyrano de Bergerac,1948-12-27
303,nm0001321,2016-12-12,2016-12-12,"The Field, This Sporting Life",Richard Harris,Unforgiven,1930-10-01
304,nm0001378,2016-12-12,2016-12-12,"The Grifters, Enemies: A Love Story, Prizzi's Honor",Anjelica Huston,The Grifters,1951-07-08
305,nm0940946,2016-12-12,2016-12-12,"Mr. and Mrs. Bridge, Summer Wishes Winter Dreams, rachel Rachel, The Three Faces of Eve",Joanne Woodward,"Rachel, Rachel",1930-02-27
306,nm0000582,2016-12-12,2020-01-13,"The Irishman, Goodfellas, Raging Bull",Joe Pesci,Goodfellas,1943-02-09
307,nm0001117,2016-12-12,2016-12-12,Longtime Companion,Bruce Davison,X-Men,1946-06-28
308,nm0000412,2016-12-12,2016-12-12,The Godfather Part III,Andy Garcia,Ocean's Eleven,1956-04-12
309,nm0001295,2016-12-12,2016-12-12,Dances With Wolves,Graham Greene,The Green Mile,1952-06-22
310,nm0000155,2016-12-12,2016-12-12,"Ghost, The Color Purple",Whoopi Goldberg,Ghost,1955-11-13
311,nm0000966,2016-12-12,2016-12-12,Goodfellas,Lorraine Bracco,Goodfellas,1954-10-02
312,nm0000254,2016-12-12,2016-12-12,"Camille Claudel, The Story of Adele H.",Isabelle Adjani,Possession,1955-06-27
313,nm0172604,2016-12-12,2016-12-12,Shirley Valentine,Pauline Collins,Shirley Valentine,1940-09-03
314,nm0000732,2016-12-12,2016-12-12,Do the Right Thing,Danny Aiello,Do the Right Thing,1933-06-20
315,nm0000101,2016-12-12,2016-12-12,Driving Miss Daisy,Dan Aykroyd,Ghostbusters,1952-07-01
316,nm0000008,2016-12-12,2016-12-12,"A Dry White Season, Last Tango in Paris, The Godfather, Sayonara, On the Waterfront, Julius Caesar, Viva Zapata!, A Streetcar Named Desire",Marlon Brando,Apocalypse Now,1924-04-03
317,nm0002084,2016-12-12,2016-12-12,My Left Foot,Brenda Fricker,My Left Foot: The Story of Christy Brown,1945-02-17
318,nm0000565,2016-12-12,2016-12-12,Enemies: A Love Story,Lena Olin,The Unbearable Lightness of Being,1955-03-22
319,nm0001579,2016-12-12,2016-12-12,Stand and Deliver,Edward James Olmos,Battlestar Galactica,1947-02-24
320,nm0000429,2016-12-12,2016-12-12,Working Girl,Melanie Griffith,Working Girl,1957-08-09
321,nm0000244,2016-12-12,2016-12-12,"Working Girl, Gorillas in the Mist, Aliens",Sigourney Weaver,Alien,1949-10-08
322,nm0000177,2016-12-12,2016-12-12,A Fish Called Wanda,Kevin Kline,Wild Wild West,1947-10-24
323,nm0000027,2016-12-12,2016-12-12,"Little Dorrit, Star Wars, The Bridge on the River Kwai, The Lavender Hill Mob",Alec Guinness,Star Wars,1914-04-02
324,nm0000203,2016-12-12,2016-12-12,Running on Empty,River Phoenix,My Own Private Idaho,1970-08-23
325,nm0001777,2016-12-12,2016-12-12,Married to the Mob,Dean Stockwell,Quantum Leap,1936-03-05
326,nm0000140,2016-12-12,2016-12-12,Wall Street,Michael Douglas,Wall Street,1944-09-25
327,nm0000458,2016-12-12,2016-12-12,"Broadcast News, Children of a Lesser God, Kiss of the Spider Woman",William Hurt,A History of Violence,1950-03-20
328,nm0000052,2016-12-12,2016-12-12,"Dark Eyes, A Special Day, Divorzio all'italiana",Marcello Mastroianni,La dolce vita,1924-09-28
329,nm0000333,2016-12-12,2016-12-12,"Moonstruck, Silkwood",Cher,Moonstruck,1946-05-20
330,nm0000476,2016-12-12,2016-12-12,Anna,Sally Kirkland,Anna,1941-10-31
331,nm0000125,2016-12-12,2016-12-12,The Untouchables,Sean Connery,Dr. No,1930-08-25
332,nm0000983,2016-12-12,2016-12-12,Broadcast News,Albert Brooks,Drive,1947-07-22
333,nm0306696,2016-12-12,2016-12-13,"Moonstruck, Bang the Drum Slowly",Vincent Gardenia,Moonstruck,1920-01-07
334,nm0001156,2016-12-12,2016-12-12,Moonstruck,Olympia Dukakis,Moonstruck,1931-06-20
335,nm0001903,2016-12-12,2016-12-12,Gaby: A True Story,Norma Aleandro,La historia oficial,1936-05-02
336,nm0000271,2016-12-12,2016-12-12,Fatal Attraction,Anne Archer,Fatal Attraction,1947-08-24
337,nm0001649,2016-12-12,2016-12-12,Throw Momma From the Train,Anne Ramsey,The Goonies,1929-03-27
338,nm0815433,2016-12-12,2016-12-12,The Whales of August,Ann Sothern,The Whales of August,1909-01-22
339,nm0330143,2016-12-12,2016-12-12,Round Midnight,Dexter Gordon,'Round Midnight,1923-02-27
340,nm0001364,2016-12-12,2016-12-12,Mona Lisa,Bob Hoskins,The Long Good Friday,1942-10-26
341,nm0559144,2016-12-12,2016-12-12,Children of a Lesser God,Marlee Matlin,CODA,1965-08-24
342,nm0000404,2016-12-12,2016-12-12,"The Morning After, On Golden Pond, The China Syndrome, Coming Home, Julia, Klute, They Shoot Horses Don't They?",Jane Fonda,Klute,1937-12-21
343,nm0000678,2016-12-12,2016-12-12,Peggy Sue Got Married,Kathleen Turner,Romancing the Stone,1954-06-19
344,nm0000297,2016-12-12,2016-12-12,Platoon,Tom Berenger,Platoon,1949-05-31
345,nm0001186,2016-12-12,2016-12-12,A Room with a View,Denholm Elliott,A Room with a View,1922-05-31
346,nm0000454,2016-12-12,2016-12-12,Hoosiers,Dennis Hopper,Easy Rider,1936-05-17
347,nm0002128,2016-12-12,2016-12-12,Crimes of the Heart,Tess Harper,No Country for Old Men,1950-08-15
348,nm0001453,2016-12-12,2016-12-12,"Children of a Lesser God, Carrie, The Hustler",Piper Laurie,The Hustler,1932-01-22
349,nm0001512,2016-12-12,2016-12-12,The Color of Money,Mary Elizabeth Mastrantonio,The Abyss,1958-11-17
350,nm0000148,2016-12-12,2016-12-12,Witness,Harrison Ford,Raiders of the Lost Ark,1942-07-13
351,nm0001258,2016-12-12,2016-12-12,Murphy's Romance,James Garner,The Notebook,1928-04-07
352,nm0656183,2016-12-12,2016-12-12,"The Trip to Bountiful, The Pope of Greenwich Village, Interiors, Pete 'n' Tillie, You're a Big Boy Now, Sweet Bird of Youth, Summer and Smoke, Hondo",Geraldine Page,The Trip to Bountiful,1924-11-22
353,nm0000843,2016-12-12,2016-12-12,"Agnes of God, The Turning Point, The Graduate, The Pumpkin Eater, The Miracle Worker",Anne Bancroft,The Graduate,1931-09-17
354,nm0000747,2016-12-12,2016-12-12,Cocoon,Don Ameche,Cocoon,1908-05-31
355,nm0001970,2016-12-12,2016-12-12,Out of Africa,Klaus Maria Brandauer,Out of Africa,1943-06-22
356,nm0382676,2016-12-12,2016-12-12,Prizzi's Honor,William Hickey,National Lampoon's Christmas Vacation,1927-09-19
357,nm0005162,2016-12-12,2016-12-12,Jagged Edge,Robert Loggia,Big,1930-01-03
358,nm0000616,2016-12-12,2016-12-12,Runaway Train,Eric Roberts,Runaway Train,1956-04-18
359,nm0001923,2016-12-12,2016-12-12,The Color Purple,Margaret Avery,The Color Purple,1944-01-20
360,nm0001496,2016-12-12,2016-12-12,Twice in a Lifetime,Amy Madigan,Field of Dreams,1950-09-11
361,nm0000672,2016-12-12,2016-12-12,Agnes of God,Meg Tilly,The Big Chill,1960-02-14
362,nm0001856,2016-12-12,2016-12-12,The Color Purple,Oprah Winfrey,The Oprah Winfrey Show,1954-01-29
363,nm0000719,2016-12-12,2016-12-12,Amadeus,F. Murray Abraham,The Grand Budapest Hotel,1939-10-24
364,nm0001371,2016-12-12,2016-12-12,Amadeus,Tom Hulce,Amadeus,1953-12-06
365,nm0001832,2016-12-12,2016-12-12,The Killing Fields,Sam Waterston,The Killing Fields,1940-11-15
366,nm0628955,2016-12-12,2016-12-12,The Killing Fields,Haing S. Ngor,The Killing Fields,1940-03-22
367,nm0128360,2016-12-12,2016-12-12,A Soldier's Story,Adolph Caesar,The Color Purple,1933-12-05
368,nm0001552,2016-12-12,2016-12-12,The Karate Kid,Pat Morita,The Karate Kid,1932-06-28
369,nm0724732,2016-12-12,2016-12-12,"Greystoke: The Legend of Tarzan Lord of the Apes, The Heiress",Ralph Richardson,Doctor Zhivago,1902-12-19
370,nm0001919,2016-12-12,2016-12-12,A Passage to India,Peggy Ashcroft,A Passage to India,1907-12-22
371,nm0001080,2016-12-12,2016-12-12,Places in the Heart,Lindsay Crouse,The Arrival,1948-05-12
372,nm0001441,2016-12-12,2016-12-12,Swing Shift,Christine Lahti,Chicago Hope,1950-04-04
373,nm0002018,2016-12-12,2016-12-12,Reuben Reuben,Tom Conti,"Merry Christmas, Mr. Lawrence",1941-11-22
374,nm0183822,2016-12-12,2016-12-12,"The Dresser, Doctor Zhivago",Tom Courtenay,45 Years,1937-02-25
375,nm0000511,2016-12-12,2016-12-12,"Terms of Endearment, The Turning Point, Irma la Douce, The Apartment, Some Came Running",Shirley MacLaine,Terms of Endearment,1934-04-24
376,nm0000737,2016-12-12,2016-12-12,"Testament, Kramer vs. Kramer, All the President's Men, The Great White Hope",Jane Alexander,Kramer vs. Kramer,1939-10-28
377,nm0001164,2016-12-12,2016-12-12,"To Be or Not to Be, The Best Little Whorehouse in Texas",Charles Durning,Dog Day Afternoon,1923-02-28
378,nm0001475,2016-12-12,2016-12-12,"Terms of Endearment, The World According to Garp",John Lithgow,The World According to Garp,1945-10-19
379,nm0001731,2016-12-12,2016-12-12,The Right Stuff,Sam Shepard,August: Osage County,1943-11-05
380,nm0001800,2016-12-12,2016-12-12,Cross Creek,Rip Torn,Men in Black,1931-02-06
381,nm0001373,2016-12-12,2016-12-12,The Year of Living Dangerously,Linda Hunt,The Year of Living Dangerously,1945-04-02
382,nm0001388,2016-12-12,2016-12-12,Yentl,Amy Irving,Traffic,1953-09-10
383,nm0005569,2016-12-12,2016-12-12,Cross Creek,Alfre Woodard,Star Trek: First Contact,1952-11-08
384,nm0000051,2016-12-12,2016-12-12,"The Verdict, Georgy Girl, A Star is Born",James Mason,Lolita,1909-05-15
385,nm0696481,2016-12-12,2016-12-12,Victor/Victoria,Robert Preston,The Music Man,1918-06-08
386,nm0000414,2016-12-12,2016-12-12,Tootsie,Teri Garr,Tootsie,1947-12-11
387,nm0822535,2016-12-12,2016-12-12,"Frances, Seance on a Wet Afternoon",Kim Stanley,Seance on a Wet Afternoon,1925-02-11
388,nm0000690,2016-12-12,2016-12-12,Victor/Victoria,Lesley Ann Warren,Victor/Victoria,1946-08-16
389,nm0000020,2016-12-12,2016-12-12,"On Golden Pond, 12 Angry Men, The Grapes of Wrath",Henry Fonda,12 Angry Men,1905-05-16
390,nm0000044,2016-12-12,2016-12-12,"Atlantic City, Birdman of Alcatraz, Elmer Gantry, From Here to Eternity",Burt Lancaster,From Here to Eternity,1913-11-02
391,nm0001545,2016-12-12,2016-12-12,Arthur,Dudley Moore,Arthur,1935-04-19
392,nm0000031,2016-12-12,2016-12-12,"On Golden Pond, The Lion in Winter, Guess Who's Coming to Dinner, Long Day's Journey Into Night, Suddenly Last Summer, The Rainmaker, Summertime, The African Queen, Woman of the Year, The Philadelphia Story, Alice Adams, Morning Glory",Katharine Hepburn,The Lion in Winter,1907-05-12
393,nm0556850,2016-12-12,2016-12-12,"Only When I Laugh, Chapter Two, The Goodbye Girl, Cinderella Liberty",Marsha Mason,The Goodbye Girl,1942-04-03
394,nm0000024,2016-12-12,2016-12-12,"Arthur, Becket",John Gielgud,Arthur,1904-04-14
395,nm0168394,2016-12-12,2016-12-12,Only When I Laugh,James Coco,Murder by Death,1930-03-21
396,nm0000453,2016-12-12,2016-12-12,Chariots of Fire,Ian Holm,The Lord of the Rings: The Return of the King,1931-09-12
397,nm0738415,2016-12-12,2016-12-12,Ragtime,Howard E. Rollins Jr.,Ragtime,1950-10-17
398,nm0822972,2016-12-12,2016-12-12,"Reds, Interiors, Airport, Lonelyhearts",Maureen Stapleton,Reds,1925-06-21
399,nm0227039,2016-12-12,2016-12-12,"Absence of Malice, Close Encounters of the Third Kind",Melinda Dillon,Magnolia,1939-10-13
400,nm0352466,2016-12-12,2016-12-12,Only When I Laugh,Joan Hackett,The Last of Sheila,1934-03-01
401,nm0001527,2016-12-12,2016-12-12,Ragtime,Elizabeth McGovern,Ordinary People,1961-07-18
402,nm0000457,2016-12-12,2016-12-12,"The Elephant Man, Midnight Express",John Hurt,Nineteen Eighty-Four,1940-01-22
403,nm0000493,2016-12-12,2016-12-12,"Missing, Tribute, The China Syndrome, Save the Tiger, Days of Wine and Roses, The Apartment, Some Like it Hot, Mister Roberts",Jack Lemmon,The Apartment,1925-02-08
404,nm0000267,2016-12-12,2016-12-12,"Victor/Victoria, The Sound of Music, Mary Poppins",Julie Andrews,The Sound of Music,1935-10-01
405,nm0001283,2016-12-12,2016-12-12,An Officer and a Gentleman,Louis Gossett Jr.,An Officer and a Gentleman,1936-05-27
406,nm0000443,2016-12-12,2016-12-12,"Private Benjamin, Cactus Flower",Goldie Hawn,Private Benjamin,1945-11-21
407,nm0001546,2016-12-12,2016-12-12,Ordinary People,Mary Tyler Moore,Ordinary People,1936-12-29
408,nm0001687,2016-12-12,2016-12-12,"Gloria, A Woman Under the Influence",Gena Rowlands,The Notebook,1930-06-19
409,nm0000459,2016-12-12,2016-12-12,Ordinary People,Timothy Hutton,Ordinary People,1960-08-16
410,nm0002139,2016-12-12,2016-12-12,Ordinary People,Judd Hirsch,Independence Day,1935-03-15
411,nm0001574,2016-12-12,2016-12-12,The Great Santini,Michael O'Keefe,Caddyshack,1955-04-24
412,nm0001673,2016-12-12,2016-12-12,"Julia, All the President's Men",Jason Robards,All the President's Men,1922-07-26
413,nm0005460,2016-12-12,2016-12-12,Melvin and Howard,Mary Steenburgen,Last Vegas,1953-02-08
414,nm0107281,2016-12-12,2016-12-12,Private Benjamin,Eileen Brennan,Clue,1932-09-03
415,nm0499170,2016-12-12,2016-12-12,Resurrection,Eva Le Gallienne,Resurrection,1899-01-11
416,nm0001550,2016-12-12,2016-12-12,Raging Bull,Cathy Moriarty,Raging Bull,1960-11-29
417,nm0769311,2016-12-12,2016-12-12,Inside Moves,Diana Scarwid,What Lies Beneath,1955-08-27
418,nm0001702,2016-12-12,2016-12-12,"The French Connection, All That Jazz",Roy Scheider,Jaws,1932-11-10
419,nm0000634,2016-12-12,2016-12-12,"Being There, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",Peter Sellers,Being There,1925-09-08
420,nm0001049,2016-12-12,2016-12-12,"Starting Over, An Unmarried Woman",Jill Clayburgh,Bridesmaids,1944-04-30
421,nm0002048,2016-12-12,2016-12-12,"Being There, I Never Sang for My Father, Hud",Melvyn Douglas,Being There,1901-04-05
422,nm0002078,2016-12-12,2016-12-12,The Rose,Frederic Forrest,Apocalypse Now,1936-12-23
423,nm0377888,2016-12-12,2016-12-12,Kramer vs. Kramer,Justin Henry,Kramer vs. Kramer,1971-05-25
424,nm0001682,2016-12-12,2016-12-12,"The Black Stallion, The Bold and the Brave, The Human Comedy, Babes in Arms",Mickey Rooney,It's a Mad Mad Mad Mad World,1920-09-23
425,nm0057363,2016-12-12,2016-12-12,Breaking Away,Barbara Barrie,Breaking Away,1931-05-23
426,nm0000298,2016-12-12,2016-12-12,Starting Over,Candice Bergen,Miss Congeniality,1946-05-09
427,nm0000446,2016-12-12,2016-12-12,Manhattan,Mariel Hemingway,Manhattan,1961-11-22
428,nm0000997,2016-12-12,2016-12-12,The Buddy Holly Story,Gary Busey,The Buddy Holly Story,1944-06-29
429,nm0000059,2016-12-12,2016-12-12,"The Boys From Brazil, Marathon Man, Sleuth, Othello, The Entertainer, Richard III, Hamlet, Henry V, Rebecca, Wuthering Heights",Laurence Olivier,Sleuth,1907-05-22
430,nm0000006,2016-12-12,2016-12-12,"Autumn Sonata, Murder on the Orient Express, Anastasia, Joan of Arc, The Bells of St. Mary's, Gaslight, For Whom the Bell Tolls",Ingrid Bergman,Casablanca,1915-08-29
431,nm0912001,2016-12-12,2016-12-12,"Heaven Can Wait, Shampoo",Jack Warden,...and justice for all.,1920-09-18
432,nm0001007,2016-12-12,2016-12-12,"Heaven Can Wait, Bob & Carol & Ted & Alice",Dyan Cannon,Heaven Can Wait,1937-01-04
433,nm0587340,2016-12-12,2016-12-12,Coming Home,Penelope Milford,Heathers,1948-03-23
434,nm0000095,2016-12-12,2016-12-12,Annie Hall,Woody Allen,Manhattan,1935-12-01
